Meningitis,Alzheimer's Disease and Other Dementias,Parkinson's Disease,Nutritional Deficiencies,Malaria,Drowning,Interpersonal Violence,Maternal Disorders,HIV/AIDS,Tuberculosis,Cardiovascular Diseases,Lower Respiratory Infections,Neonatal Disorders,Self-harm,Diarrheal Diseases,Neoplasms,Diabetes Mellitus,Chronic Kidney Disease,Protein-Energy Malnutrition,Road Injuries,Chronic Respiratory Diseases,Cirrhosis and Other Chronic Liver Diseases,Digestive Diseases,Drug Use Disorders,Alcohol Use Disorders,Exposure to Forces of Nature,Environmental Heat and Cold Exposure,Conflict and Terrorism,Poisonings,"Fire, Heat, and Hot Substances",Acute Hepatitis
29,1081,245,5,0,368,357,3,84,336,23217,690,66,1442,6,8931,266,263,2,658,975,1389,2410,94,517,1,404,1,177,135,2
2176,10056,2350,3681,34,4845,15425,1898,5292,29776,200391,58304,24599,4491,8639,78774,26962,32766,3072,10893,32827,13949,27430,311,1088,313,192,519,193,1003,139
2822,536,139,10600,6236,509,162,2260,89,11518,22159,18353,12146,916,20913,6391,1674,1240,10312,2086,4670,3013,4463,19,89,9,112,1,338,366,222
16,1297,315,127,0,94,200,11,197,59,10008,1537,225,661,158,9532,818,844,99,633,2030,467,1497,12,98,0,9,0,17,69,1
255,976,371,127,191,546,171,264,190,1573,26922,3140,7139,502,933,6523,2172,3489,123,9279,2962,3050,3922,106,50,0,7,0,163,442,76
25,19,18,28,114,117,32,64,26,47,2038,510,128,135,264,529,370,106,28,150,326,124,182,4,12,47,3,0,17,19,12
3867,1631,430,2444,24337,599,811,1533,17114,11997,35860,16878,17400,1923,7779,15954,5587,4226,2325,5620,5672,5798,9663,46,209,25,139,25,444,762,312
111,785,293,37,1,345,340,47,42,789,38294,3575,3031,408,159,9740,1710,1248,25,740,1753,2815,3593,33,197,3,137,20,84,435,36
450,335,103,446,198,603,771,563,252,3668,10732,5970,5042,431,2265,3630,1139,1377,410,1232,2498,988,2142,13,67,0,15,73,52,107,73
315,1663,487,95,0,1652,3154,109,230,4057,82583,4456,2598,5819,281,21087,1428,1384,59,3276,6425,4833,7575,562,2731,3,1622,0,789,706,103
28,5555,1173,121,0,99,121,4,17,81,35228,2630,130,1426,759,24780,1902,1832,101,385,4186,1052,3118,386,350,0,59,0,34,89,3
3487,1942,490,1973,21597,545,774,1518,14621,10223,39650,16306,16014,2065,6562,18509,6173,4679,1858,5806,5938,6125,10229,58,231,0,131,20,433,612,285
117,4061,1168,512,0,362,821,61,556,448,27087,4072,752,1963,423,28354,3368,4473,487,2314,5685,4803,7708,64,486,227,37,0,37,333,5
558,10411,2544,1352,0,652,2452,440,1651,760,91734,29690,4794,4584,687,74506,9202,13550,1284,6349,17202,6977,14748,60,775,7,52,0,294,717,35
3637,5063,1130,4726,698,5154,15245,2038,1240,29608,51541,38992,29854,3081,19779,43698,12244,12038,4305,8004,22140,8886,20428,205,1079,418,141,569,218,859,1118
89,2709,581,49,0,1136,1112,19,309,752,79921,1354,343,3617,12,19925,453,506,25,1971,3447,2850,4765,354,2478,3,1029,12,543,808,27
648,355,170,239,870,361,944,760,3606,1525,13580,6200,4123,263,3137,4810,3961,647,235,2031,6388,586,1229,21,87,0,28,0,141,663,89
90,7861,1714,188,0,80,132,6,56,93,38669,5552,316,2034,407,52591,2931,3506,105,765,9805,1671,5886,162,476,1,15,0,14,100,5
2,13,3,4,0,4,2,0,5,1,173,23,10,1,3,77,36,15,4,6,7,9,17,0,3,0,0,1,1,2,0
3,26,9,4,0,13,12,1,8,14,505,62,19,24,12,139,113,56,4,30,105,28,52,1,2,0,1,0,1,2,1
10825,16343,4877,18167,1692,7616,2818,12586,2355,112034,455437,56576,76703,7844,83441,154637,57761,32728,16650,44476,88816,77582,109735,475,561,1198,124,308,913,1708,7716
0,1,1,0,0,1,1,0,1,1,40,5,2,2,1,12,10,4,0,3,8,2,4,0,0,0,0,0,0,0,0
14,776,219,5,0,41,63,3,2,11,11754,418,199,160,7,4313,155,299,4,258,737,317,498,26,18,1,4,0,12,18,1
0,2,1,0,0,2,2,0,1,1,54,17,1,3,1,28,17,10,0,3,15,3,5,0,0,0,0,0,1,1,0
3,42,11,5,0,24,95,4,139,7,610,71,32,10,4,409,106,76,4,51,36,46,89,2,14,0,1,0,1,9,0
508,1396,329,1279,3955,837,672,1739,280,851,44191,6778,23328,1232,7741,10142,1375,2143,1212,10167,4746,2428,4237,180,63,40,37,1206,415,777,517
45,5119,1157,137,0,104,200,6,569,257,33269,7286,155,1509,202,29551,4045,3688,101,1070,6170,2158,5102,40,186,0,45,0,22,159,4
0,1,1,1,0,1,1,0,0,2,36,6,4,2,2,11,8,3,1,2,9,2,4,0,0,0,0,0,0,18,0
159,6298,1238,415,5,1342,1227,77,52,4491,68127,4146,1532,9833,444,68214,12002,3761,230,10504,13574,12515,17491,169,1272,109,316,0,353,676,99
2349,363,98,1915,7051,356,403,1010,2938,2714,7011,8671,9408,400,7320,2611,767,886,1866,1311,1292,1415,2365,7,39,0,51,0,165,228,232
2438,1085,357,856,29979,626,2269,2357,16929,7586,21492,18016,24326,1919,8669,10866,3316,3294,804,3369,3566,3874,6555,36,182,15,138,24,380,519,243
85,10,3,369,62,18,28,81,1,265,337,467,532,22,630,179,41,31,361,62,60,68,116,0,3,0,4,60,9,12,7
2,7,4,3,0,13,9,4,11,13,277,41,19,23,11,90,84,44,3,23,55,18,31,1,2,0,0,0,1,2,1
107,825,334,210,2,207,7653,247,81,504,12737,1086,2015,202,1382,6286,903,2556,192,1000,3163,2530,5013,74,323,1,5,0,51,421,23
4,31,12,4,0,12,29,5,10,12,836,64,58,86,9,436,327,104,4,165,136,79,132,2,4,0,1,0,2,12,4
516,54,19,254,925,87,135,207,1353,894,1672,1523,1930,121,1920,677,238,237,244,464,319,343,596,2,11,0,15,3,40,53,84
1,14,6,3,0,6,6,1,5,4,287,24,17,25,3,118,29,25,3,21,39,25,31,1,1,0,0,0,0,1,0
979,182,52,1060,5534,129,83,749,1479,1710,3226,3463,3707,167,7243,1188,398,425,1023,423,495,782,1252,3,20,0,19,132,68,86,140
2195,335,77,7000,6498,278,461,651,3529,4782,5766,10201,9198,347,6936,3073,849,722,6853,931,1254,1277,2099,6,41,0,72,2000,172,215,191
126,91,27,122,1024,39,53,111,629,699,1890,827,814,130,626,873,359,208,114,360,304,315,481,5,13,0,7,0,23,28,16
6577,1145,307,16776,15832,1027,2049,3379,5180,5722,18708,15733,31341,894,14459,8860,2614,2594,16425,2704,4407,3165,6091,17,95,0,134,647,568,756,422
93,29,7,455,232,110,29,159,84,414,662,1358,897,51,561,310,67,97,441,114,252,108,233,1,6,0,2,293,7,19,21
2051,52616,9248,8020,121,6185,67017,1993,15727,5551,386886,87259,31170,13527,7501,258368,63146,40931,7455,44690,73858,37103,76558,1112,9422,22,75,0,192,1690,235
121,117,33,203,1,93,478,61,6630,941,3013,1456,973,386,636,1655,843,346,198,573,597,368,704,6,24,0,19,0,40,101,9
105,8755,2050,126,0,508,343,19,171,905,41061,13067,334,4299,131,56953,11324,8248,116,3905,9969,7287,11756,518,415,0,25,0,78,144,10
15,122,28,9,0,48,21,13,2,16,3331,329,270,159,39,755,333,419,8,191,424,326,432,2,71,0,1,0,2,53,1
1080,206,55,540,5180,182,347,686,9512,2127,4806,4529,5320,354,8045,1992,557,598,516,1162,845,967,1569,8,30,0,33,0,94,128,148
623,372,182,207,1306,374,951,754,3780,1525,14431,6304,4262,277,3203,5187,4286,688,203,2115,6718,621,1298,23,92,0,28,0,146,695,90
1,0,0,1,0,2,1,1,0,1,27,7,5,3,1,8,5,2,1,4,5,2,3,0,0,0,0,0,0,0,0
966,153,84,171,648,196,227,493,4,1284,5787,4442,2285,130,2322,2051,1458,264,169,1104,3446,286,646,9,32,200,14,13,70,339,99
14,48,8,20,40,23,34,9,69,12,754,97,206,89,69,290,94,81,19,79,61,76,146,1,7,0,0,0,3,10,2
337,437,132,5587,50,351,4174,981,290,1932,8268,11875,8009,541,9183,4603,977,1306,5099,1101,1775,2741,5260,77,1574,0,4,421,104,207,11
1116,109,39,1347,5037,302,258,907,12945,7532,5182,6119,5186,483,7401,2017,752,494,1307,2408,1271,889,1723,8,46,0,40,296,134,152,158
2,12,5,2,0,6,6,1,4,4,253,23,19,25,3,105,27,20,2,22,35,24,31,1,1,0,0,0,0,1,0
29,5533,1176,115,0,98,122,5,20,87,35939,2665,142,1436,761,24567,1923,1773,96,392,4148,1045,3122,354,356,11,61,0,34,91,3
3,8,4,1,0,21,6,3,1,24,317,32,26,12,2,215,90,30,1,76,72,19,38,4,1,0,1,0,2,5,3
397,16855,3467,959,0,752,1644,315,189,959,166683,12193,9480,2417,786,95217,18494,16884,660,7815,32318,6688,12908,269,207,4,47,1120,460,428,135
4,8,4,1,0,15,4,8,4,8,410,25,101,32,3,158,73,32,0,227,23,42,53,1,1,0,2,0,2,13,1
40,777,158,4,0,318,408,10,216,499,26074,1102,221,783,23,5623,356,155,3,638,1770,3661,4566,35,399,1,288,0,293,171,3
128,1727,333,124,0,49,96,5,2,59,26523,1884,192,1475,84,15218,887,395,6,745,3336,795,2229,171,358,0,5,0,10,90,5
372,18937,3721,1077,0,759,1606,318,210,907,173393,14721,8003,2500,747,100727,18954,18367,705,7992,33021,7085,13641,337,235,0,45,451,474,428,131
966,233,65,406,6725,160,379,712,9740,2072,5420,4414,5454,407,8158,2274,643,659,384,1228,942,1065,1699,9,34,0,33,0,95,130,157
24,1294,361,3,0,90,83,4,6,145,24645,1182,133,906,13,12124,979,706,1,645,1497,1535,2545,85,247,0,34,11,29,50,2
773,801,176,2816,5305,956,391,1845,168,1104,31976,9147,25213,823,18128,6094,748,1446,2739,8471,3805,1971,3405,83,45,0,32,19,405,785,978
1829,8138,1727,2449,740,9094,1721,715,896,28777,128793,23210,23939,5657,6753,48007,12697,10940,480,14578,26363,16867,24058,425,477,270,117,0,1313,598,1545
12,363,50,1,0,21,36,3,3,23,3408,603,225,118,6,1347,283,248,0,537,192,164,277,20,9,0,3,1,17,31,1
72,465,70,18,0,129,86,38,13,76,5813,674,2122,173,205,2179,283,538,16,1537,551,426,659,38,11,0,4,0,53,126,58
14,7,4,16,0,6,5,9,2,72,310,36,53,29,49,111,117,32,15,21,68,25,50,1,1,0,1,0,2,1,3
5567,2509,540,9467,19367,1392,2863,5066,87009,21202,42226,38366,41571,2487,20043,22809,6165,4549,9183,5060,5829,8161,13213,113,259,29,229,2,994,1137,664
212,154,49,116,637,37,15,291,1078,722,2603,1223,1143,129,553,1070,330,310,108,259,424,357,625,3,14,0,11,0,31,45,21
153,442,66,122,1,130,338,148,40,223,4866,1028,1690,117,690,2055,502,335,120,507,416,301,710,2,63,0,2,0,19,41,4
320,152,45,33,0,186,288,115,1,579,7424,2326,1159,515,443,3363,77,498,3,388,589,920,1501,9,54,41,249,0,283,99,111
4417,2381,539,4915,6138,616,4402,3788,56460,17513,36770,21450,19654,2906,20669,20617,5500,4292,4766,4343,7187,12032,19250,80,305,98,241,201,813,787,1465
204,478,233,56,0,667,176,56,107,728,20958,3849,3079,374,1100,4477,1118,289,6,582,1651,1786,2246,22,164,2,12,53,59,287,81
4,24,6,3,0,12,19,7,9,12,690,35,58,58,8,325,166,57,3,149,94,62,106,2,3,0,0,0,2,10,4
4364,543,164,3447,7952,567,789,2649,4586,7189,11110,18735,13669,796,29744,4596,1355,1439,3359,2082,2324,2243,4098,9,69,6,114,138,314,407,619
84,4761,1156,106,0,262,337,18,489,91,51248,2323,684,2600,75,35577,2829,2103,73,2182,7702,1437,4032,790,324,23,44,2,51,164,8
2847,638,158,7995,5506,503,563,2650,1759,11287,27161,15719,13833,1192,23458,8040,2101,1473,7793,2533,5108,3778,5689,31,119,27,130,71,367,393,223
40226,4984,1431,10236,148931,2887,6579,11879,7723,59421,118057,169472,121027,4330,284419,34236,12194,11660,9769,11832,17749,25713,43375,95,743,0,728,81,2937,2876,4292
38,1009,302,16,0,56,129,9,60,76,13702,666,423,512,50,9230,1448,1089,8,722,1423,542,1280,36,46,0,11,96,8,41,13
12,808,179,8,0,186,177,3,131,81,16628,396,52,522,4,6111,382,242,2,287,446,484,1068,52,300,0,181,0,28,160,2
5909,750,196,5377,30813,590,1020,1414,16277,5383,12371,19981,13456,851,20537,5138,1713,1604,5170,2779,1881,2823,4671,21,85,0,90,1,410,464,313
4334,678,164,4145,15185,445,504,1295,4996,9555,16658,12178,15243,824,23428,7995,1829,1796,4010,2821,3149,4337,6418,19,98,0,89,0,295,380,359
3193,1239,398,3175,175,1969,3331,4203,78,5821,51125,34787,24104,1070,9682,13335,2298,4041,3130,6446,7000,3133,5966,159,93,70,49,3255,485,450,4098
183,684,103,28,1,642,606,48,77,641,15985,2539,1649,696,497,4005,346,546,23,734,3027,1514,1921,68,528,0,119,0,180,237,67
3,16,5,2,0,11,5,1,5,4,213,67,10,7,5,145,20,37,2,14,28,28,45,1,1,0,0,0,0,2,0
1027,14283,3362,1379,398,6101,1589,347,6848,23104,207097,21740,11801,7051,2164,83110,20263,13517,154,25950,32201,16562,23012,740,762,221,86,2,1097,561,790
4206,487,127,8235,14880,1285,626,2080,7600,17889,16344,21048,19651,1254,27656,7018,2131,1500,8076,8539,3424,3570,5722,32,130,15,121,81,499,551,608
2,170,44,1,0,4,5,0,2,1,1349,165,13,25,2,913,107,92,1,18,139,40,113,7,3,0,1,0,1,2,0
1442,703,206,1821,6020,509,1129,798,109389,9461,13484,10693,8068,1686,4115,9063,2354,1737,1795,2058,2344,1798,3488,71,41,10,33,5,264,450,101
617,732,192,1713,609,1519,466,1361,7121,10217,17860,17991,7049,669,4484,7822,1939,1379,1603,2733,3230,5815,9319,25,115,56,4,5,90,247,178
522,1747,377,68,0,451,895,96,62,85,29578,3281,839,2265,486,14864,2278,816,51,2520,1866,1127,2683,15,133,4,6,34,40,185,33
1,3,2,2,0,4,3,1,0,1,69,10,12,3,3,32,17,9,2,6,17,5,9,0,0,0,1,0,0,0,0
8384,197380,54828,10623,15,73624,21775,4534,16310,61286,3523450,187559,93539,154710,10058,2168067,125045,146413,7906,327299,1149016,167955,292928,10288,21408,88421,4676,114,28939,11363,4757
56,375,68,176,0,23,243,22,203,22,4362,450,820,34,211,1985,1120,415,168,111,327,141,362,2,4,15,1,21,4,20,3
0,1,1,0,0,2,2,0,0,1,43,17,3,3,2,22,10,7,0,3,14,3,5,0,0,0,0,0,1,1,0
0,3,2,1,0,6,4,1,1,1,74,9,3,10,1,53,21,14,1,11,15,12,17,0,2,0,0,2,0,1,0
2,42,10,4,0,19,10,7,1,14,474,33,87,18,11,192,46,79,3,21,113,29,45,2,1,0,0,0,0,5,0
141,120,34,108,525,34,65,134,1933,674,2201,801,789,145,531,1084,488,296,101,499,298,355,554,6,16,0,7,0,24,30,12
2517,5622,1465,1707,5795,3598,806,1842,13067,18739,124067,25305,21086,2115,9287,45665,19336,10383,1482,6995,41818,18968,24850,193,381,23,15,396,1185,329,311
341,922,241,123,0,201,350,165,24,103,31953,1745,2544,324,231,6029,1264,2003,95,1970,2405,1451,1940,100,47,5,26,9,85,209,20
641,146,80,169,704,191,219,472,2,1269,5599,4378,2241,125,2276,1988,1389,253,166,1077,3338,279,629,8,31,0,14,33,69,321,101
73,68,14,80,484,14,45,23,1,298,950,489,518,30,309,433,133,94,77,114,149,133,251,1,4,4,4,0,11,14,11
29,1340,289,5,0,172,177,5,6,66,27951,1769,174,851,15,11183,776,677,3,832,1013,1630,2699,41,132,6,121,0,33,66,3
35,1422,314,2,1,84,224,22,1,273,37587,676,851,259,27,7145,983,642,1,598,1390,1602,1991,18,50,0,28,49,28,184,8
263,866,299,204,82,583,167,324,92,1855,22120,2929,9723,440,1934,4784,1555,2703,200,8088,2664,2770,3643,64,39,0,7,0,169,418,109
27057,6928,2303,16829,10914,6409,8188,12068,288,70143,172526,80914,209471,7232,133214,73424,12804,15212,12802,7893,64997,25979,40425,247,912,22,308,261,1911,2129,11112
208,877,168,127,2,668,1538,81,30,1358,29032,7205,2633,220,1253,7457,1053,669,103,1016,2424,2284,3144,24,298,5,154,54,143,593,56
0,11,2,0,0,0,0,0,1,0,69,5,1,3,0,77,3,2,0,3,6,6,9,0,0,0,0,0,0,0,0
4825,409,113,5768,21379,588,188,1285,37145,10474,10646,15526,13740,799,19683,6300,1579,1131,5583,1739,1940,3080,4621,16,76,0,83,0,359,383,526
343,2681,631,192,1,1068,1001,145,69,1270,41012,4086,1976,4849,1259,14363,9835,4586,176,3556,12968,4556,5481,142,452,57,72,8799,81,376,31
4547,356,106,8368,1728,825,2159,2627,3894,18190,14739,20936,17505,1040,16190,6466,2115,1524,8219,3003,3307,3071,4886,16,114,31,209,3660,538,556,1086
2018,319,81,3020,6695,325,347,1526,14594,7153,8112,9266,7612,654,10684,4323,1208,845,2948,2445,2021,2097,3406,10,80,0,58,503,210,223,235
36,924,164,2,0,296,343,15,211,463,26111,1116,243,821,12,6616,301,232,1,617,1375,3714,4590,33,560,1,345,0,252,189,1
206,1146,457,950,8,492,628,614,840,1817,13627,6617,4634,693,806,11559,3039,3616,870,1949,3145,2795,5065,45,324,88,40,0,74,174,22
8193,225852,61781,11739,11,66696,17477,3350,17075,50513,3937801,184317,75901,139061,7198,2296328,134980,165833,8809,315824,1115828,158710,281834,9567,20738,844,4400,67,30883,11152,4212
331,429,125,5664,48,349,4024,763,274,2038,7858,11534,8099,500,10030,4298,790,1223,5145,1065,1712,2582,5056,72,1489,37,4,499,110,207,12
54,1597,281,287,1,225,3197,50,777,96,9087,2236,618,543,308,5493,2150,3995,286,1251,1443,1426,2303,10,843,0,3,0,11,42,6
5401,22729,7168,20946,1287,5251,2288,5826,5290,80770,626883,44727,43040,7538,62584,215810,101261,40286,19248,36958,98705,86215,123121,563,636,99,133,16,954,1472,5763
0,13,2,0,0,0,0,0,1,0,80,6,1,3,0,91,4,3,0,3,8,7,11,0,0,0,0,0,0,0,0
9,825,281,6,0,54,106,1,2,159,17237,351,113,409,7,8857,2129,597,3,216,1239,591,1160,8,93,0,16,0,16,60,5
109,23,6,151,1083,37,28,91,360,549,684,667,682,46,1007,258,90,62,146,216,146,92,183,1,5,0,4,6,14,16,12
2,71,19,1,0,4,3,0,4,3,777,105,11,38,1,473,17,14,1,25,76,13,50,6,5,1,1,0,1,2,0
3,89,23,6,0,10,31,2,27,2,773,143,22,13,4,696,261,105,4,29,52,39,96,1,7,0,0,0,0,4,0
3480,825,296,1063,39658,657,1984,2731,34883,7718,19018,20147,26918,1698,10088,8909,2865,2868,1007,3223,3267,3754,5983,30,157,18,130,82,381,498,260
0,28,7,0,0,1,0,0,1,1,164,25,0,6,0,222,4,8,0,2,20,8,18,0,0,0,0,0,0,0,0
3,324,94,7,0,26,21,0,5,5,3112,169,25,67,22,2291,490,335,6,134,541,140,364,17,9,0,3,0,3,9,1
4533,1397,385,2660,31338,575,795,1452,19067,11098,32071,16349,19110,1751,7370,13882,5192,3758,2540,4931,5192,5616,8879,36,187,20,126,5,410,558,303
3744,33367,5946,9713,730,8041,60023,2166,14815,6668,322286,61206,54149,12105,11420,197167,45611,27932,9006,45805,58747,31897,60968,433,8677,140,69,7,227,1769,320
0,2,1,0,0,1,0,0,0,1,42,11,3,3,1,19,15,3,0,6,8,2,4,0,0,0,0,0,0,0,0
56,3093,773,15,0,344,157,5,59,142,48429,2420,383,422,9,27285,920,3143,8,2434,2739,1591,2933,209,38,1,33,2,31,130,16
30,1273,328,3,0,106,98,3,6,176,25477,1113,165,990,11,11150,944,666,1,697,1384,1697,2672,69,245,0,35,4,29,57,2
5,13,5,9,0,10,15,2,8,8,316,36,47,9,10,147,73,27,8,26,30,23,38,0,4,0,0,1,1,4,0
9,11,3,15,184,3,8,13,1,29,210,118,74,3,56,93,10,36,15,15,72,49,67,0,1,0,0,0,1,0,4
9,1894,330,102,0,26,712,6,244,20,8260,1173,117,251,92,6651,3186,1994,97,408,1719,990,1587,58,136,2355,3,9,5,32,3
433,1924,423,99,0,1894,2644,214,121,2504,64776,5790,3051,3774,1634,23235,1269,1125,69,4075,7490,2427,4910,244,1219,0,1027,9,720,758,172
203,335,86,386,12,253,1732,479,78,523,4455,1533,2786,168,3413,2208,273,564,357,736,1274,1125,2792,27,154,5,4,5,66,44,38
69,400,105,43,0,127,447,11,2,27,7063,1309,813,158,27,2871,123,232,41,288,832,286,522,17,14,1,7,2026,25,25,2
2557,265,90,3652,11550,391,486,1558,2618,10733,10865,12575,9015,775,16838,4871,1462,974,3525,2557,2859,2519,4086,10,90,0,66,1102,249,261,331
232,1961,633,240,0,1414,530,42,26,2161,30755,3992,544,1955,54,23890,6318,3582,229,7690,5467,6069,9103,267,176,1,13,0,525,433,8
4908,1623,371,5252,27037,923,2321,2195,27395,15143,25943,19143,35750,2003,13307,19739,4568,3152,5135,5578,5271,4840,8719,40,237,19,160,177,598,679,405
2565,1080,253,3108,10793,797,949,2096,16728,11856,24627,12847,18615,1870,13608,12241,3848,2372,3000,9114,3830,5527,8769,75,204,8,113,31,430,504,249
830,676,149,3279,5992,1021,322,1707,129,1255,29232,10363,25185,697,19160,5343,661,1309,3205,8024,3622,1783,3100,60,41,345,31,3,410,795,1286
18,99,25,12,9,34,81,6,55,60,1073,294,92,82,47,717,134,105,11,47,107,114,175,1,5,0,2,0,3,16,4
114,74,21,146,95,83,88,62,10971,1001,2434,1177,909,336,945,1153,517,235,141,452,623,347,667,6,21,0,21,0,33,84,12
277,1502,411,418,6,309,2221,263,1846,780,25223,2211,3901,704,599,9787,2634,2243,386,2882,1834,2353,3267,36,131,1,10,0,42,146,34
29,883,182,12,0,68,64,10,53,32,11434,929,171,512,11,7127,491,349,8,684,1667,204,770,31,33,0,6,0,8,36,2
2,34,8,10,0,22,100,5,74,12,340,87,63,21,11,219,115,80,9,61,52,45,73,1,8,0,0,0,1,3,0
1138,718,261,1000,355,1475,3429,1616,6279,1318,25322,6466,5951,989,4418,9980,4033,2253,962,1347,3352,2066,4258,39,362,35,160,0,180,520,83
6276,847,232,6289,36863,629,1133,1587,10083,5417,15078,19915,14858,962,17353,5999,1894,1776,6069,3236,1907,2661,4674,26,95,0,92,16,437,489,302
9742,3237,680,13247,85596,2767,2382,12797,33229,56908,75214,55725,53263,4755,63898,28015,9109,6634,12837,28274,18362,12465,21668,130,525,0,329,410,1351,1488,1378
784,10791,2990,417,0,8334,8318,200,2557,4138,432174,7293,3747,16800,285,128117,4236,1512,160,12673,37179,11268,21094,1685,11173,0,5239,4,3588,3636,109
8,285,135,1,0,27,67,2,3,70,12632,172,181,218,10,4603,901,314,0,195,631,279,533,12,31,0,5,6,10,14,2
6,374,165,1,0,23,45,2,3,38,13092,172,153,208,7,5076,1017,339,0,174,620,302,562,12,25,0,6,0,9,13,1
2591,421,123,1164,13749,373,512,1116,4814,2510,7850,8864,10678,490,6307,3229,987,1081,1123,1506,1406,1565,2601,8,44,0,59,0,190,259,206
77,2863,613,47,0,1035,1227,19,374,701,81203,1412,311,3510,12,20327,414,513,24,1763,2920,3101,5138,325,2555,5,1173,11,451,788,25
16947,134438,43357,18083,120,111301,31227,12385,9872,110958,2908756,303378,177316,189269,33220,1867021,99174,119415,16223,279743,1347045,168580,302427,34726,12527,679,7341,201,22376,12911,13143
767,67,24,2845,390,147,273,762,2124,4627,3424,4732,3171,301,6285,1661,459,314,2747,687,780,793,1244,5,30,0,45,0,105,113,89
749,1871,613,1639,4,1631,512,2231,2311,8333,37001,10868,12241,3285,6667,16514,2438,3672,1331,2428,33304,6887,9814,28,194,83,211,14,561,169,680
2449,891,251,728,5932,313,151,1837,2216,4040,13029,8116,11032,918,8184,6158,1999,1995,690,1680,2359,2105,3757,14,72,6,68,28,228,283,105
2043,375,84,2586,2326,328,408,1338,9610,5639,7864,8665,7397,604,8007,4474,1177,832,2529,2384,1948,2006,3282,10,81,24,55,13,207,231,198
119,40,11,286,25,29,104,143,1077,465,952,660,766,61,362,563,154,105,279,145,120,180,292,2,9,0,8,0,19,26,14
9,2026,354,108,0,26,696,5,231,21,8823,1267,108,249,96,6936,3373,2057,102,409,1832,1019,1654,55,141,0,3,0,5,34,3
622,2037,565,342,2,1016,736,1093,113,670,62637,6122,13937,1550,1434,12338,1941,3962,313,13525,4993,2753,4379,290,87,0,33,4410,451,1054,454
1,3,2,1,0,6,4,2,3,8,139,20,12,12,6,47,30,15,1,11,24,9,16,0,1,0,0,0,0,1,0
31,102,31,65,0,69,37,62,238,299,2459,601,524,63,235,824,191,233,58,159,516,210,431,2,7,0,2,0,4,13,6
226,1600,441,459,4,323,2058,243,1422,775,26955,2052,3435,686,566,10658,2925,2292,421,2750,1927,2846,3813,51,149,0,10,0,48,146,42
30,2146,402,31,0,68,36,3,26,57,15301,2050,86,556,240,11335,733,626,26,284,2302,351,1377,319,252,8,32,0,25,73,2
209,37394,6597,576,0,417,619,35,885,447,212468,9448,1086,4465,523,179228,19585,12657,407,6319,27417,13091,26720,517,336,382,169,0,94,461,96
77606,36351,19608,126904,70076,75883,43405,97810,95403,595682,1529224,581632,772490,198344,969230,499674,125786,136509,92298,169328,746714,191793,385059,5124,16103,2273,11081,4534,6377,25102,63375
1758,1142,311,544,5375,288,185,1883,2216,4059,15272,7480,10284,1087,7925,7652,2431,2344,510,1754,2699,2293,4307,18,85,5,70,17,231,296,115
268,1327,299,2177,1,428,5629,516,627,413,12303,9395,3480,844,3279,10519,5212,4732,2010,2291,1870,4409,6992,142,1546,7,41,2,258,164,19
7941,823,230,2564,22820,909,1925,3464,1500,5940,16812,23974,22211,943,29377,6794,2055,2157,2483,2759,3557,3268,6407,13,99,36,124,551,486,710,355
1,214,53,7,0,3,6,0,2,2,1212,123,7,66,16,1195,62,110,7,36,204,84,197,16,26,0,1,0,1,3,0
55021,67634,28597,52412,63142,66452,42195,59857,113454,453408,2033996,480265,630475,198645,791919,684892,191360,173423,34327,213755,925689,247592,426844,6219,20485,826,11366,1368,5174,25501,54483
0,18,5,0,0,2,2,0,9,0,162,13,2,3,0,133,20,13,0,7,13,7,16,1,1,0,0,0,0,0,0
36,489,141,10,0,70,164,6,2,18,9045,624,569,165,10,3388,163,256,9,287,734,266,438,31,16,0,6,0,20,19,1
28,543,194,2,0,104,192,17,4,378,15329,514,659,549,24,6291,663,374,1,312,1261,819,1418,5,331,0,4,512,256,87,7
6464,4219,830,6971,57808,2106,4538,10428,11782,47438,87204,45835,44520,5796,37209,35586,10959,7822,6642,29778,19605,14145,24247,205,650,95,328,1293,1282,1429,1066
0,26,6,0,0,0,1,0,4,0,136,16,1,8,1,196,8,12,0,9,33,11,22,0,1,0,0,0,0,0,1
712,210,58,634,5636,93,69,736,2344,1096,3239,2415,3187,167,4720,1290,428,427,605,370,455,771,1192,3,20,0,15,18,55,72,145
438,2685,460,1064,51,719,5991,343,1397,823,31481,3408,5237,1976,2408,16382,4232,3826,996,5243,3324,2421,4524,33,209,30342,8,26,88,146,29
4124,426,115,9327,11038,1302,582,1993,4784,17915,15555,22107,18518,1217,34141,6513,1992,1403,9131,7978,3360,3409,5489,29,125,59,120,3420,488,542,645
414,2435,555,238,2,1200,1184,187,83,1408,38943,4299,3304,5334,1477,13273,7871,4417,221,3486,12351,5346,6275,175,608,6,118,223,106,439,34
2654,8611,2031,3938,23,4886,14268,1950,5241,28665,182449,56230,27530,3946,9456,68477,23285,29284,3294,10582,30755,12675,25245,248,1000,384,180,485,192,965,140
16,702,248,3,0,71,143,4,4,211,16884,409,224,435,10,7739,1261,493,1,236,1268,699,1255,6,175,0,6,0,21,68,5
12,1902,362,14,0,50,58,6,9,17,10833,822,101,515,81,9667,580,816,11,345,2147,279,1003,61,55,2,7,0,8,22,1
